Rep,Constituency,State,Question,Requires Attention,Categories
Isnaraissah Munirah Majilis,Kota Belud,Sabah,"SOALAN Puan Isnaraissah Munirah Majilis [ Kota Belud ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan langkah bersepadu bagi tempoh jangka masa pendek dan panjang bagi mengurangkan kejadian bencana banjir di Sabah melalui projek tebatan banjir, pembaikan/ pembinaan infrastruktur saliran serta pembangunan lestari bagi baki Rancangan Malaysia Ke-12.",Yes,Climate Change;Climate Disaster;Development;Flood
Isnaraissah Munirah Majilis,Kota Belud,Sabah,SOALAN PUAN ISNARAISSAH MUNIRAH MAJILIS [ KOTA BELUD ] minta MENTERI PENGANGKUTAN menyatakan perancangan Kementerian bagi menambah baik kecekapan pengangkutan awam di Sabah selari dengan dasar pengangkutan awam yang lebih seimbang di antara wilayah.,Yes,Climate Change;Development;Environment
Isnaraissah Munirah Majilis,Kota Belud,Sabah," minta Menteri  Sumber Asli, Alam Sekitar dan Perubahan Iklim menyatakan secara terperinci kos keseluruhan (jenis projek dan penambahbaikan) dan garis masa yang ditetapkan bagi mengatasi masalah bekalan air bersih di Sabah.",Yes,Water;Transportation;Development;Environment
Takiyuddin Bin Hassan,Kota Bharu,Kelantan,"SOALAN Datuk Seri Takiyuddin bin Hassan [ Kota Bharu ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan tahap perkembangan Projek Hidroelektrik Nenggiri Kelantan dan jangkaan bilakah ia dapat siap untuk beroperasi sepenuhnya.",Yes,Climate Change;Water;Energy Transition;Biodiversity;Development;Environment
Wetrom Bin Bahanda,Kota Marudu,Sabah,SOALAN Minta PERDANA MENTERI menyatakan adakah terdapat perancangan Agensi Pengurusan Bencana Negara (NADMA) membina satu pusat pemindahan sementara yang lebih luas di Kota Marudu bagi menempatkan mangsa-mangsa yang terlibat dalam situasi seperti bencana banjir yang berlaku hampir saban tahun.,Yes,Climate Change;Climate Disaster;Flood;Environment
Khoo Poay Tiong,Kota Melaka,Melaka,"SOALAN Tuan Khoo Poay Tiong [ Kota Melaka ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan :- (a) adakah Jabatan Alam Sekitar telah meluluskan laporan EIA untuk projek terminal pelayaran Melaka Gateway oleh Syarikat KAJ Sdn Bhd memandangkan ia melibatkan penambakan laut; dan (b) adakah ini bercanggah atau berlebihan (redundant) memandangkan Jabatan Alam Sekitar telah meluluskan laporan EIA untuk projek terminal pelayaran di kawasan berhampiran oleh Syarikat Far East Sdn Bhd. 1",Yes,Development;Ocean;Environment
Khoo Poay Tiong,Kota Melaka,Melaka,"SOALAN Tuan Khoo Poay Tiong [ Kota Melaka ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan apakah tindakan yang diambil oleh pihak Kementerian terhadap para kontraktor yang gagal mengikuti spesifikasi bahan binaan, peralatan dan reka bentuk semasa menyempurnakan Projek Pengindahan dan Pembersihan Sungai Melaka Fasa 2 yang telah dimulakan sejak tahun 2012.",Yes,Development;Environment
Khoo Poay Tiong,Kota Melaka,Melaka,"Terima kasih, Tan Sri Speaker. Tan Sri Speaker, tajuk Kamar Khas saya yang pertama untuk hari ini ialah “Haja Tuju Kenderaan Gas Asli (NGV) di Malaysia”.
Tuan Yang di-Pertua, saya ingin mengucapkan tahniah kepada Yang Berhormat Menteri Ekonomi atas pelancaran National Energy Transition Roadmap (NETR) oleh Yang Amat Berhormat Perdana Menteri pada 29 Ogos 2023. NETR telah menetapkan agenda dan hala tuju negara dalam sumber tenaga baharu, ekonomi hijau, peralihan tenaga yang adil dan pencapaian net-zero GHG (greenhouse gases) pada 2050.
Berpandukan kepada NETR, saya ingin bertanya mengenai bahan api mesra alam untuk kenderaan gas asli atau Natural Gas for Vehicles (NGV) yang diperkenalkan secara komersial pada tahun 1991 di Lembah Klang dan Miri, dan seterusnya ke seluruh Semenanjung Malaysia pada 1995. NGV mendapat sambutan baik kerana menjimatkan kos dan juga mesra alam.
Menurut Persatuan Pemasang Kenderaan Gas Asli Malaysia, pada tahun 2014 terdapat 74,112 kenderaan NGV dan 179 buah stesen NGV di Malaysia. Tetapi hari ini jumlah stesen sudah menurun ke 67 buah sahaja dan jumlah kenderaan NGV menurun ke sekitar 30,000 sahaja. Bengkel dan perniagaan berkaitan dengan NGV juga sudah banyak yang ditutup. Keadaan ini menimbulkan persoalan apakah nasib dan masa depan NGV? NGV juga tidak diberi tumpuan dalam NETR walaupun NGV sudah bertapak di negara ini sejak 1991 dan terbukti boleh, satu, mengurangkan kos sara hidup. Penggunaan NGV memberi penjimatan kos bahan api yang ketara kerana harganya yang rendah berbanding petrol dan diesel. Harga runcit NGV sekarang ialah RM1.05 per liter persamaan petrol berbanding dengan harga petrol RON 95 RM2.05 per liter dan diesel RM2.15 per liter.
Kedua, mengurangkan subsidi kerajaan. Dengan penggunaan NGV bermakna kenderaan tersebut tidak menggunakan petrol atau diesel yang diberi subsidi oleh kerajaan. Ini akan menjimatkan subsidi kerajaan.
Ketiga, mengurangkan pencemaran udara dan pelepasan karbon. NGV dapat mengurangkan pencemaran udara kerana pembakaran NGV lebih bersih daripada petrol dan diesel. Ini juga mengurangkan pelepasan karbon. Sektor pengangkutan merupakan penyumbang kedua terbesar pelepasan karbon negara dan merupakan sektor yang sukar untuk dinyahkarbonkan (decarbonise).
Pertukaran ke kenderaan elektrik dan hidrogen akan mengambil masa kerana harga kenderaan yang masih tinggi, perlu membina infrastruktur pembekalan elektrik dan hidrogen serta keperluan membangunkan tenaga mahir. Manakala, penggunaan NGV boleh dilaksanakan sekarang dan diperluaskan dengan cepat.
Keempat, menggunakan BioCNG, satu tenaga boleh baharu (renewable energy). BioCNG (Bio-Compressed Natural Gas) diperoleh daripada biogas hasil daripada sisa-sisa seperti sisa kilang minyak kelapa sawit, sisa makanan dan sebagainya. Komposisi BioNGV adalah sama dengan gas asli yang dibekalkan melalui saluran paip dan treler gas kepada kenderaan NGV. Oleh itu, BioCNG boleh menggunakan infrastruktur gas asli yang sedia ada tanpa sebarang pengubahsuaian.
Dengan ini, saya mencadangkan supaya kerajaan meneliti hala tuju NGV di negara ini kerana NGV boleh menyumbang kepada pencapaian beberapa sasaran- sasaran NETR. Sekian, terima kasih.",Yes,Climate Change;Climate Disaster;Pollution;Fossil Fuel;Air;Environment
Khoo Poay Tiong,Kota Melaka,Melaka," minta Menteri Sumber Asli, Alam Sekitar dan  Perubahan Iklim menyatakan tentang Empangan Durian Tunggal, Asahan dan Jus yang disenaraikan oleh SPAN sebagai berisiko tinggi dengan menyatakan tindakan yang boleh diambil dan berapakah peruntukan akan diberikan untuk empangan-empangan tersebut agar mampu berfungsi menjamin bekalan air yang mencukupi kepada pengguna di Melaka.",Yes,Water;Development
Ahmad Fakhruddin Bin Fakhrurazi,Kuala Kedah,Kedah,"SOALAN Dr. Ahmad Fakhruddin bin Fakhrurazi [ Kuala Kedah ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan usaha-usaha yang diambil bersama agensi Kerajaan Persekutuan yang lain bagi mengukuhkan kedudukan tebing-tebing sungai dan terusan di dalam Parlimen Kuala Kedah.",No,Water;Development;Environment
Abdul Latiff Bin Abdul Rahman,Kuala Krai,Kelantan,"Terima kasih Tan Sri Yang di-Pertua. Seterusnya ialah berkaitan dengan isu banjir kilat di laluan D219 Bukit Sireh ke Kuala Nal. Tan Sri Yang di-Pertua, Yang Berhormat Timbalan Menteri. Untuk makluman Yang Berhormat, Jalan D219 Bukit Sireh ke Kuala Nal merupakan laluan utama penduduk untuk ke Jalan FT008 Kuala Krai-Kota Bharu. Laluan ini juga bersambung dengan Jambatan Pasir Era dan Pasir Kelang yang sedang dalam pembinaan. Setiap kali berlakunya hujan lebat, khususnya musim tengkujuh, akan berlaku banjir kilat di laluan ini dan akan ditenggelami air  beberapa kali dalam setahun menyebabkan ia tidak dapat dilalui dengan selamat dan perhubungan akan terputus. Saya telah membawa isu ini ke Parlimen sebelum ini dan pihak Jabatan Parit dan Saliran (JPS) Kelantan dan juga JPS Kuala Krai telah turun membuat lawatan, tetapi tiada apa-apa perkembangan sehingga kini. Saya menggunakan ruang Kamar Khas ini setelah pelbagai usaha telah lakukan bagi menyelesaikan isu ini. Semoga mendapat perhatian dan tindakan yang sewajarnya daripada pihak kementerian. Oleh itu, saya memohon Kementerian Sumber Asli, Alam Sekitar dan Perubahan Iklim menaik taraf dan membina saliran yang sesuai di laluan D219 Bukit Sireh-Kuala Nal bagi mengelakkan kejadian banjir kilat yang berlaku setiap kali hujan lebat dan memastikan jalan perhubungan ke bandar Kuala Krai tidak terputus. Terima kasih, Tan Sri Yang di-Pertua. Tuan Yang di-Pertua:  Sila Menteri.",Yes,Climate Change;Climate Disaster;Development;Flood
Abdul Latiff Bin Abdul Rahman,Kuala Krai,Kelantan,"Terima kasih Yang Berhormat Yang di-Pertua. Yang Berhormat Timbalan Menteri, untuk makluman Yang Berhormat, kedudukan Pekan Laloh yang strategik menjadi tumpuan penduduk setempat dari luar untuk membeli belah di kawasan itu. Pada setiap hari Jumaat pula, terdapat pasar pagi di Pekan Laloh, yang mana pelbagai barang keperluan dan tanaman yang diusahakan oleh penduduk tempatan dibawa untuk dijual di pasar tersebut. Namun begitu, setiap kali hujan lebat ꟷ sekarang ini musim hujan Yang Berhormat, akan berlaku banjir kilat kerana sistem perparitan yang tidak teratur. Dalam hal ini, ia memerlukan sistem perparitan yang lebih baik bagi memastikan air dapat mengalir dengan lancar untuk mengelakkan banjir kilat. Melalui Kamar Khas ini saya memohon agar pihak Kementerian Pembangunan Kerajaan Tempatan dapat meluluskan peruntukan yang secukupnya bagi menyediakan sistem perparitan yang lebih tersusun bagi mengelakkan banjir kilat berlaku dan berulang setiap kali hujan lebat. Terima kasih Yang Berhormat Yang di-Pertua. Puan Young Syefura binti Othman [Bentong]: Minta Yang Berhormat Timbalan Menteri untuk menjawab.",Yes,Climate Change;Climate Disaster;Development;Flood
Kamal Bin Ashaari,Kuala Krau,Pahang,"SOALAN Tuan Haji Kamal bin Ashaari [ Kuala Krau ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan adakah pihak Kementerian mempunyai perancangan yang teliti agar pemburuan haram hutan-hutan di negara kita dapat dinoktahkan.",Yes,Biodiversity;Deforestation;Environment
Kamal Bin Ashaari,Kuala Krau,Pahang,"Tuan Yang di-Pertua, tajuk ucapan “Isu Tanah Mendap yang Merosakkan Jalan Persekutuan di Jambatan Sungai Krau”, 18 Oktober, Rabu, Kementerian Kerja Raya. Pertama sekali, saya juga mengucapkan terima kasih kepada Tuan Yang di- Pertua dan Parlimen Malaysia dan terutamanya kepada Kementerian Kerja Raya untuk mendengar isu ini di Kamar Khas. Saya ingin membawa perhatian kepada Yang Berhormat Menteri berkenaan keperluan segera untuk melihat keadaan Jalan Persekutuan yang terkesan akibat hakisan air dari Sungai Kerau. Tanah mendap tersebut berada di arah Jalan Kuala Krau menghala ke Jerantut, berhampiran dengan Tapak Pasar Malam Kuala Krau. Jalan ini merupakan jalan utama yang menghubungkan daerah Jerantut, Kuala Krau dan Temerloh dan tanah mendap itu berlaku pada awal tahun ini sekitar bulan Januari 2023. Namun, masih tiada kerja-kerja pembaikan yang dilakukan oleh pihak Jabatan Kerja Raya. Hanya berpengadang dan papan tanda amaran dan ‘lencongan’ diletakkan di lokasi tersebut. Apabila saya sendiri turun ke kawasan tanah mendap ini, didapati keadaan jalan semakin teruk dan pemendapan tanah itu semakin merebak hingga ke separuh jalan yang dimaksudkan. Tuan Yang di-Pertua, saya mohon agar pihak kementerian melihat perkara ini dengan lebih serius, mengambil kira kita bakal berhadapan dengan musim tengkujuh yang semestinya akan memburukkan lagi hakisan tanah di antara transisi jambatan dan Jalan Persekutuan yang terlibat. Kuala Krau sedia maklum melaksanakan kerja baik pulih di kawasan yang aktif seperti ini adalah rumit dan menelan kos yang tinggi. Namun demi kesejahteraan bersama sebelum adanya kemalangan yang tidak diingini berlaku, saya amat berharap agar pihak kementerian laksanakan apa patut demi keselamatan bersama. Terima kasih Tuan Yang di-Pertua. Timbalan Yang di-Pertua [Dato' Ramli bin Dato' Mohd Nor]: Yang Berhormat Menteri.",No,Climate Change;Climate Disaster;Sinkhole;Environment
Ahmad Yunus Bin Hairi,Kuala Langat,Selangor,"SOALAN Dato' Dr. Ahmad Yunus bin Hairi [ Kuala Langat ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan status pembangunan pemecah ombak yang pernah dicadangkan sebelum ini di pantai Morib memandangkan beberapa kejadian air pasang dan arus ombak yang kuat memecahkan tembok pantai tersebut.",Yes,Climate Change;Climate Disaster;Biodiversity;Development;Ocean;Environment
Ahmad Yunus Bin Hairi,Kuala Langat,Selangor," minta Menteri Sumber  Asli, Alam Sekitar dan Perubahan Iklim menyatakan perancangan kerajaan untuk menggunakan kaedah baru bagi mengatasi masalah berkaitan pengukuhan ban Pantai Barat Semenanjung yang menghadapi masalah hampir setiap tahun berlaku  ban rebak khususnya di Daerah Kuala Langat.",No,Climate Change;Climate Disaster;Water;Development;Ocean;Environment
Alias Bin Razak,Kuala Nerus,Terengganu," minta Menteri Sumber Asli, Alam Sekitar  dan Perubahan Iklim menyatakan usaha kerajaan bagi memastikan negeri Pantai Timur khususnya Terengganu turut menerima dana pembiayaan daripada Global Environmental Facility (GEF) dan Green Climate Fund (GCF).",No,Climate Change;Climate Disaster;Environment
Dzulkefly Bin Ahmad,Kuala Selangor,Selangor,"SOALAN Datuk Seri Dr. Haji Dzulkefly bin Ahmad [ Kuala Selangor ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan kesediaan membentang satu 'Peta Teknologi Nasional Tenaga Boleh Baharu' (RE) atau 'National RE Technology Map' yang memperincikan teknologi RE strategik yang perlu diberi tumpuan dalam R&D, untuk menghasilkan nilai ekonomi baru serta menjadikan Malaysia penjana RE (dan bukan sekadar pengguna teknologi) lantas menjadi hub RE global dalam jangka panjang sekaligus menyokong NETR atau 'Pelan Hala-Tuju Peralihan Tenaga Nasional'.",Yes,Energy Transition;Development
Dzulkefly Bin Ahmad,Kuala Selangor,Selangor,"SOALAN Datuk Seri Dr. Haji Dzulkefly bin Ahmad [ Kuala Selangor ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan kesediaan membentang satu 'Peta Teknologi Nasional Tenaga Boleh Baharu' (RE) atau 'National RE Technology Map' yang memperincikan aspek 'content' dalam NETR atau 'Pelan Hala Tuju Peralihan Tenaga'.",Yes,Energy Transition;Development
Dzulkefly Bin Ahmad,Kuala Selangor,Selangor,SOALAN DATUK SERI DR. HAJI DZULKEFLY BIN AHMAD [KUALA SELANGOR] minta MENTERI KEMAJUAN DESA DAN WILAYAH menyatakan cadangan membekalkan lampu-lampu jalan solar kepada setiap kampung bagi menampung keperluan menerangi kawasan-kawasan yang sukar dipasang lampu jalan konvensional.,Yes,Energy Transition;Development
Dzulkefly Bin Ahmad,Kuala Selangor,Selangor,"SOALAN DATUK SERI DR. HAJI DZULKEFY BIN AHMAD [KUALA SELANGOR] minta MENTERI PELABURAN, PERDAGANGAN DAN INDUSTRI menyatakan komitmen Jabatan Perdana Menteri untuk memastikan bukan sahaja syarikat-syarikat awam (PLCs) memenuhi tuntutan mandatori Bursa Malaysia terkait ESG, bahkan apakah langkah-langkah konkrit Kerajaan supaya pihak PKS juga turut melaksanakan tuntutan ESG, bagi membolehkan produk-produk mereka diterima di pasaran antarabangsa, sekaligus mendapat tempat dalam 'rantaian nilai global' atau the global value chain.",Yes,Climate Change;Environment
Ahmad Amzad Bin Mohamed @ Hashim,Kuala Terengganu,Terengganu,"SOALAN Datuk Haji Ahmad Amzad bin Mohamed @ Hashim [ Kuala Terengganu ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan :- a) Jumlah premis kediaman yang memasang solar panel di bawah Skim Permeteran Tenaga Bersih (NEM) 3.0 Rakyat; dan b) usaha Kementerian dalam menggalakkan lebih ramai pengguna untuk menyambut inisiatif NEM yang boleh memberi penjimatan dan kecekapan tenaga kepada pengguna.",Yes,Climate Change;Energy Transition;Development
Ahmad Amzad Bin Mohamed @ Hashim,Kuala Terengganu,Terengganu,"SOALAN  YB DATUK AHMAD AMZAD BIN MOHAMED @ HASHIM [ KUALA TERENGGANU ] minta MENTERI SAINS, TEKNOLOGI DAN INOVASI menyatakan adakah Kementerian mempunyai keupayaan teknologi untuk meneroka tenaga nuklear (R&D) bagi tujuan penjanaan tenaga elektrik sekaligus dapat menggantikan bahan api fosil untuk menjana tenaga elektrik melalui kaedah konvensional.",Yes,Climate Change;Energy Transition;Development;Environment
Ahmad Amzad Bin Mohamed @ Hashim,Kuala Terengganu,Terengganu,"SOALAN Datuk Haji Ahmad Amzad bin Mohamed @ Hashim [ Kuala Terengganu ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan jumlah pengguna yang melanggan Tarif Elektrik Hijau (GET) mengikut kategori domestik, komersial dan industri serta bagaimana Kementerian meyakinkan pengguna untuk meneruskan langganan program tersebut berikutan peningkatan lebih enam kali ganda kadar tarif premium GET.",Yes,Energy Transition;Development
Ahmad Amzad Bin Mohamed @ Hashim,Kuala Terengganu,Terengganu,SOALAN Datuk Haji Ahmad Amzad bin Mohamed @ Hashim [ Kuala Terengganu ] minta MENTERI SUMBER MANUSIA menyatakan perancangan jangka pendek dan jangka panjang untuk memenuhi komitmen Kementerian bagi mengurangkan intensiti gas rumah hijau sehingga 45 peratus kepada keluaran negara kasar pada tahun 2030.,Yes,Climate Change;Pollution;Air;Environment
Ahmad Amzad Bin Mohamed @ Hashim,Kuala Terengganu,Terengganu," minta Menteri  Sains, Teknologi dan Inovasi menyatakan sejauh mana Pelan Hala Tuju Teknologi Bahan Termaju Nasional yang telah dilancarkan dapat membantu perancangan kerajaan untuk memanfaatkan sumber-sumber rare earth element (REE) yang ada di dalam negara kita.",Yes,Biodiversity;Deforestation;Mining;Rare Earth;Environment
Wan Razali Bin Wan Nor,Kuantan,Pahang,"SOALAN Tuan Wan Razali bin Wan Nor [ Kuantan ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan apakah tindakan Kementerian terhadap loji rawatan kumbahan yang tidak diselenggara dengan baik dan terbiar khususnya di bawah seliaan pihak swasta atau pemaju.",No,Pollution;Waste;Environment
Tuan Ibrahim Bin Tuan Man,Kubang Kerian,Kelantan,"SOALAN Dato' Sri Tuan Ibrahim bin Tuan Man [ Kubang Kerian ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan:- a) perkembangan kerjasama dan rundingan dengan negara-negara jiran bagi menangani masalah jerebu rentas sempadan; dan b) tahap kesiapsiagaan sistem pantauan kualiti udara negara dalam menghadapi musim kemarau dalam bulan-bulan mendatang. 1",Yes,Climate Change;Pollution;Air;Environment
